id,title,type,genres,averageRating,numVotes,releaseYear
tt6354518,"The Disastrous Life of Saiki K.",tvSeries,"Animation, Comedy, Fantasy",8.3,11917,2016
tt0337898,"Law of the Lawless",tvSeries,"Action, Crime, Drama",8.3,11891,2002
tt8893550,"Car Masters: Rust to Riches",tvSeries,Reality-TV,8.3,11823,2018
tt0139876,Baasha,movie,"Action, Crime, Drama",8.3,11815,1995
tt2126154,"This Is England '88",tvMiniSeries,"Comedy, Crime, Drama",8.3,11797,2011
tt2006421,"Gran Hotel",tvSeries,"Crime, Drama, History",8.3,11442,2011
tt18568902,"Kaun Pravin Tambe?",movie,"Biography, Drama, Sport",8.3,11334,2022
tt8652818,"Violet Evergarden: The Movie",movie,"Animation, Drama, Fantasy",8.3,11141,2020
tt0179955,"Cat City",movie,"Adventure, Animation, Comedy",8.3,10966,1986
tt0974077,Cranford,tvSeries,Drama,8.3,10893,2007
tt0442632,"Bleak House",tvMiniSeries,"Crime, Drama",8.3,10863,2005
tt4851630,"Maheshinte Prathikaaram",movie,"Comedy, Drama, Thriller",8.3,10780,2016
tt0362192,"State of Play",tvMiniSeries,"Crime, Drama, Mystery",8.3,10729,2003
tt6256484,"While You Were Sleeping",tvSeries,"Comedy, Drama, Fantasy",8.3,10656,2017
tt20449048,"Feels Like Home",tvSeries,Comedy,8.3,10569,2022
tt1634549,Millennium,tvMiniSeries,"Action, Crime, Mystery",8.3,10535,2010
tt21030032,"Oshi No Ko",tvSeries,"Animation, Drama, Fantasy",8.3,10461,2023
tt0065314,"The Mary Tyler Moore Show",tvSeries,Comedy,8.3,10459,1970
tt0301634,"Frozen Stiff",movie,"Comedy, Drama",8.3,10312,2002
tt12063450,"To Your Eternity",tvSeries,"Adventure, Animation, Drama",8.3,10305,2021
tt0101049,"A Bit of Fry and Laurie",tvSeries,Comedy,8.3,10021,1987
tt0993846,"The Wolf of Wall Street",movie,"Biography, Comedy, Crime",8.2,1632238,2013
tt0372784,"Batman Begins",movie,"Action, Crime, Drama",8.2,1611917,2005
tt1130884,"Shutter Island",movie,"Drama, Mystery, Thriller",8.2,1502448,2010
tt0120382,"The Truman Show",movie,"Comedy, Drama",8.2,1236183,1998
tt0266697,"Kill Bill: Vol. 1",movie,"Action, Crime, Thriller",8.2,1222077,2003
tt0266543,"Finding Nemo",movie,"Adventure, Animation, Comedy",8.2,1135501,2003
tt0107290,"Jurassic Park",movie,"Action, Adventure, Sci-Fi",8.2,1092121,1993
tt0477348,"No Country for Old Men",movie,"Crime, Drama, Thriller",8.2,1089341,2007
tt0167404,"The Sixth Sense",movie,"Drama, Mystery, Thriller",8.2,1075989,1999
tt0268978,"A Beautiful Mind",movie,"Biography, Drama, Mystery",8.2,1004139,2001
tt0095016,"Die Hard",movie,"Action, Thriller",8.2,962784,1988
tt0075314,"Taxi Driver",movie,"Crime, Drama",8.2,949234,1976
tt0208092,Snatch,movie,"Comedy, Crime",8.2,927363,2000
tt10872600,"Spider-Man: No Way Home",movie,"Action, Adventure, Fantasy",8.2,914189,2021
tt0066921,"A Clockwork Orange",movie,"Crime, Sci-Fi",8.2,895957,1971
tt1392214,Prisoners,movie,"Crime, Drama, Mystery",8.2,838963,2013
tt0097576,"Indiana Jones and the Last Crusade",movie,"Action, Adventure",8.2,823792,1989
tt0093058,"Full Metal Jacket",movie,"Drama, War",8.2,805998,1987
tt1745960,"Top Gun: Maverick",movie,"Action, Drama",8.2,738666,2022
tt0457430,"Pan's Labyrinth",movie,"Drama, Fantasy, War",8.2,713379,2006
tt8579674,1917,movie,"Action, Drama, History",8.2,701825,2019
tt0469494,"There Will Be Blood",movie,Drama,8.2,654522,2007
tt0119488,"L.A. Confidential",movie,"Crime, Drama, Mystery",8.2,630062,1997
tt6966692,"Green Book",movie,"Biography, Comedy, Drama",8.2,602973,2018
tt0071853,"Monty Python and the Holy Grail",movie,"Adventure, Comedy, Fantasy",8.2,578723,1975
tt0112641,Casino,movie,"Crime, Drama",8.2,577019,1995
tt6468322,"Money Heist",tvSeries,"Action, Crime, Drama",8.2,550857,2017
tt0084787,"The Thing",movie,"Horror, Mystery, Sci-Fi",8.2,482900,1982
tt0347149,"Howl's Moving Castle",movie,"Adventure, Animation, Family",8.2,466070,2004
tt0105695,Unforgiven,movie,"Drama, Western",8.2,443878,1992
tt9140554,Loki,tvSeries,"Action, Adventure, Fantasy",8.2,427791,2021
tt0363163,Downfall,movie,"Biography, Drama, History",8.2,381203,2004
tt7767422,"Sex Education",tvSeries,"Comedy, Drama, Romance",8.2,365656,2019
tt0031381,"Gone with the Wind",movie,"Drama, Romance, War",8.2,339616,1939
tt0053291,"Some Like It Hot",movie,"Comedy, Music, Romance",8.2,288324,1959
tt0059578,"For a Few Dollars More",movie,"Drama, Western",8.2,281105,1965
tt0080678,"The Elephant Man",movie,"Biography, Drama",8.2,263555,1980
tt0057115,"The Great Escape",movie,"Adventure, Drama, Thriller",8.2,263128,1963
tt1305806,"The Secret in Their Eyes",movie,"Drama, Mystery, Romance",8.2,226735,2009
tt1196946,"The Mentalist",tvSeries,"Crime, Drama, Mystery",8.2,206555,2008
tt10272386,"The Father",movie,"Drama, Mystery",8.2,202574,2020
tt4955642,"The Good Place",tvSeries,"Comedy, Drama, Fantasy",8.2,198012,2016
tt4729430,Klaus,movie,"Adventure, Animation, Comedy",8.2,196668,2019
tt0046912,"Dial M for Murder",movie,"Crime, Thriller",8.2,193063,1954
tt0042876,Rashomon,movie,"Crime, Drama, Mystery",8.2,184793,1950
tt2431438,Sense8,tvSeries,"Drama, Mystery, Sci-Fi",8.2,165497,2015
tt0238784,"Gilmore Girls",tvSeries,"Comedy, Drama",8.2,154876,2000
tt10698680,"K.G.F: Chapter 2",movie,"Action, Crime, Drama",8.2,154150,2022
tt0934814,Chuck,tvSeries,"Action, Comedy, Drama",8.2,149082,2007
tt1358522,"White Collar",tvSeries,"Comedy, Crime, Drama",8.2,145818,2009
tt0212671,"Malcolm in the Middle",tvSeries,"Comedy, Family",8.2,145775,2000
tt0042192,"All About Eve",movie,Drama,8.2,141248,1950
tt0089881,Ran,movie,"Action, Drama, War",8.2,139299,1985
tt7049682,Watchmen,tvMiniSeries,"Crime, Drama, Mystery",8.2,137847,2019
tt0012349,"The Kid",movie,"Comedy, Drama, Family",8.2,137668,1921
tt7203552,"The Morning Show",tvSeries,Drama,8.2,134967,2019
tt0040897,"The Treasure of the Sierra Madre",movie,"Adventure, Drama, Western",8.2,134484,1948
tt0055630,Yojimbo,movie,"Action, Drama, Thriller",8.2,134148,1961
tt2628232,"Penny Dreadful",tvSeries,"Drama, Fantasy, Horror",8.2,133596,2014
tt4849438,"Baahubali 2: The Conclusion",movie,"Action, Drama",8.2,118669,2017
tt2375692,"Black Sails",tvSeries,"Action, Adventure, Drama",8.2,118353,2014
tt0206512,"SpongeBob SquarePants",tvSeries,"Animation, Comedy, Family",8.2,115396,1999
tt5813916,"The Mountain II",movie,"Action, Drama, War",8.2,110937,2016
tt1548850,Misfits,tvSeries,"Comedy, Drama, Fantasy",8.2,109080,2009
tt6315640,Atypical,tvSeries,"Comedy, Drama",8.2,106570,2017
tt1954470,"Gangs of Wasseypur",movie,"Action, Comedy, Crime",8.2,105966,2012
tt8108198,Andhadhun,movie,"Crime, Mystery, Thriller",8.2,105877,2018
tt15327088,Kantara,movie,"Action, Adventure, Drama",8.2,105474,2022
tt7838252,"K.G.F: Chapter 1",movie,"Action, Crime, Drama",8.2,101506,2018
tt0367110,Swades,movie,"Drama, Musical",8.2,100083,2004
tt4430212,Drishyam,movie,"Crime, Drama, Mystery",8.2,98332,2015
tt0106004,Frasier,tvSeries,Comedy,8.2,97709,1993
tt1561755,"Bob's Burgers",tvSeries,"Animation, Comedy",8.2,95231,2011
tt0840196,Skins,tvSeries,Drama,8.2,95049,2007
tt0476735,"My Father and My Son",movie,"Drama, Family",8.2,94771,2005
tt5875444,"Slow Horses",tvSeries,"Drama, Thriller",8.2,92189,2022
tt1562872,"Zindagi Na Milegi Dobara",movie,"Comedy, Drama, Musical",8.2,88288,2011
tt5626028,"My Hero Academia",tvSeries,"Action, Adventure, Animation",8.2,85798,2016
tt0118849,"Children of Heaven",movie,"Drama, Family, Sport",8.2,82849,1997
tt5516154,Godless,tvMiniSeries,"Action, Drama, Western",8.2,81811,2017
tt1645089,"Inside Job",movie,"Crime, Documentary",8.2,80184,2010
tt11032374,"Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train",movie,"Action, Adventure, Animation",8.2,78536,2020
tt4635276,"Master of None",tvSeries,"Comedy, Drama",8.2,76957,2015
tt0434665,Bleach,tvSeries,"Action, Adventure, Animation",8.2,75020,2004
tt0242519,"Hera Pheri",movie,"Action, Comedy, Crime",8.2,74311,2000
tt8291224,"Uri: The Surgical Strike",movie,"Action, Drama, History",8.2,74166,2019
tt2125608,"Searching for Sugar Man",movie,"Biography, Documentary, Music",8.2,73831,2012
tt2356180,"Bhaag Milkha Bhaag",movie,"Biography, Drama, Sport",8.2,73482,2013
tt0866442,"Eastbound & Down",tvSeries,"Comedy, Drama, Sport",8.2,65463,2009
tt8239946,Tumbbad,movie,"Drama, Fantasy, Horror",8.2,65263,2018
tt3487382,Forever,tvSeries,"Crime, Drama, Fantasy",8.2,63489,2014
tt0015324,"Sherlock Jr.",movie,"Action, Comedy, Romance",8.2,59005,1924
tt4047038,"Dirk Gently's Holistic Detective Agency",tvSeries,"Action, Adventure, Comedy",8.2,58729,2016
tt3609352,"Grace and Frankie",tvSeries,Comedy,8.2,58377,2015
tt10431500,"Miracle in Cell No. 7",movie,Drama,8.2,57431,2019
tt11712058,"Mayor of Kingstown",tvSeries,"Crime, Drama, Thriller",8.2,56113,2021
tt1480684,"The League",tvSeries,"Comedy, Sport",8.2,52714,2009
tt6148156,"Vikram Vedha",movie,"Action, Crime, Drama",8.2,51773,2017
tt8788458,"The Promised Neverland",tvSeries,"Action, Adventure, Animation",8.2,49851,2019
tt6317068,"Final Space",tvSeries,"Action, Adventure, Animation",8.2,49192,2018
tt0088526,"The Golden Girls",tvSeries,"Comedy, Drama",8.2,48850,1985
tt22074164,"Jury Duty",tvSeries,Comedy,8.2,48605,2023
tt15501640,"Drishyam 2",movie,"Crime, Drama, Mystery",8.2,46884,2022
tt11815682,Hacks,tvSeries,"Comedy, Drama",8.2,46335,2021
tt14664414,"Young Royals",tvSeries,"Drama, Romance",8.2,46078,2021
tt20256528,"What Is a Woman?",movie,Documentary,8.2,45206,2022
tt5574490,"Animal Kingdom",tvSeries,"Crime, Drama",8.2,45008,2016
tt7255502,"The Kominsky Method",tvSeries,"Comedy, Drama",8.2,44909,2018
tt6316138,"Ayla: The Daughter of War",movie,"Biography, Drama, History",8.2,44780,2017
tt13911628,"Lessons in Chemistry",tvMiniSeries,Drama,8.2,43826,2023
tt0085809,Koyaanisqatsi,movie,"Documentary, Music",8.2,42500,1982
tt2375605,"The Act of Killing",movie,"Biography, Crime, Documentary",8.2,41544,2012
tt3061046,"Steven Universe",tvSeries,"Action, Adventure, Animation",8.2,41391,2013
tt0048473,"Pather Panchali",movie,Drama,8.2,39363,1955
tt7905466,"They Shall Not Grow Old",movie,"Documentary, History, War",8.2,39064,2018
tt14218830,"Abbott Elementary",tvSeries,Comedy,8.2,38579,2021
tt1620933,"Paan Singh Tomar",movie,"Action, Biography, Crime",8.2,38416,2012
tt7441658,"Black Clover",tvSeries,"Action, Adventure, Animation",8.2,38244,2017
tt5895028,13th,movie,"Crime, Documentary, History",8.2,38106,2016
tt20723374,"Star Wars: Tales of the Jedi",tvMiniSeries,"Action, Adventure, Animation",8.2,37862,2022
tt1073507,"Party Down",tvSeries,"Comedy, Drama",8.2,37717,2009
tt0096684,"Quantum Leap",tvSeries,"Action, Adventure, Drama",8.2,37219,1989
tt0071411,"Dersu Uzala",movie,"Adventure, Biography, Drama",8.2,34263,1975
tt5137338,Victoria,tvSeries,"Biography, Drama, History",8.2,31749,2016
tt3877200,"The Missing",tvSeries,"Crime, Drama, Mystery",8.2,30935,2014
tt5929776,"The First Born",movie,"Documentary, News",8.2,29114,2016
tt0045274,"Umberto D.",movie,Drama,8.2,28859,1952
tt13138834,Time,tvSeries,"Crime, Drama",8.2,28579,2021
tt7392212,Rangasthalam,movie,"Action, Drama",8.2,28428,2018
tt0495212,"Hellsing Ultimate",tvMiniSeries,"Action, Animation, Fantasy",8.2,27903,2006
tt1235547,"Better Off Ted",tvSeries,"Comedy, Sci-Fi",8.2,27640,2009
tt11639414,"The Midnight Gospel",tvSeries,"Adventure, Animation, Comedy",8.2,26724,2020
tt8531222,Dave,tvSeries,"Comedy, Music",8.2,26400,2020
tt0049902,"A Man Escaped",movie,"Drama, Thriller, War",8.2,26096,1956
tt4983780,Maanaadu,movie,"Action, Adventure, Sci-Fi",8.2,25886,2021
tt0466460,"Khosla Ka Ghosla!",movie,"Comedy, Crime, Drama",8.2,25426,2006
tt5912064,"Kim's Convenience",tvSeries,Comedy,8.2,25333,2016
tt1637574,Conan,tvSeries,"Comedy, Music, Talk-Show",8.2,25166,2010
tt0251439,Trigun,tvSeries,"Action, Adventure, Animation",8.2,24816,1998
tt8101850,Undone,tvSeries,"Animation, Drama, Fantasy",8.2,24381,2019
tt4374208,Catastrophe,tvSeries,Comedy,8.2,24256,2015
tt0100234,Close-Up,movie,"Biography, Crime, Drama",8.2,24033,1990
tt4592410,"The Get Down",tvMiniSeries,"Drama, Music, Musical",8.2,23930,2016
tt0379632,Hustle,tvSeries,"Crime, Drama, Mystery",8.2,23765,2004
tt4925000,"Descendants of the Sun",tvSeries,"Action, Comedy, Drama",8.2,23669,2016
tt0908454,"Gavin & Stacey",tvSeries,"Comedy, Drama, Romance",8.2,23457,2007
tt1844923,"Friday Night Dinner",tvSeries,Comedy,8.2,23183,2011
tt26458038,"Manjummel Boys",movie,"Adventure, Drama, Thriller",8.2,22966,2024
tt11398870,Caliphate,tvSeries,"Crime, Drama, Thriller",8.2,22927,2020
tt0042804,"The Young and the Damned",movie,"Crime, Drama",8.2,22437,1950
tt9458304,Dororo,tvSeries,"Action, Adventure, Animation",8.2,22385,2019
tt0054248,"Rocco and His Brothers",movie,"Crime, Drama, Sport",8.2,22128,1960
tt2581458,Looking,tvSeries,"Comedy, Drama, Romance",8.2,22083,2014
tt6466208,Breathe,tvSeries,"Crime, Drama, Thriller",8.2,22007,2018
tt0105929,"Absolutely Fabulous",tvSeries,Comedy,8.2,21958,1992
tt1693592,Vera,tvSeries,"Crime, Drama, Mystery",8.2,21163,2011
tt11239552,"Itaewon Class",tvSeries,"Drama, Romance",8.2,21059,2020
tt0207275,"The 10th Kingdom",tvMiniSeries,"Adventure, Comedy, Family",8.2,20679,2000
tt0108906,"The Kingdom",tvSeries,"Comedy, Drama, Fantasy",8.2,20668,1994
tt12197698,"Leverage: Redemption",tvSeries,"Crime, Mystery, Thriller",8.2,20613,2021
tt5673782,Genius,tvSeries,"Biography, Drama, History",8.2,20383,2017
tt8392006,Apharan,tvSeries,"Action, Crime, Thriller",8.2,20190,2018
tt0041154,"Late Spring",movie,"Comedy, Drama",8.2,19879,1949
tt0106052,"Late Night with Conan O'Brien",tvSeries,"Comedy, Music, Talk-Show",8.2,19199,1993
tt6263222,"Strong Girl Bong-soon",tvSeries,"Comedy, Crime, Drama",8.2,19047,2017
tt1660055,"Scooby-Doo! Mystery Incorporated",tvSeries,"Adventure, Animation, Comedy",8.2,19037,2010
tt0070233,"Ivan Vasilyevich Changes His Profession",movie,"Adventure, Comedy, Sci-Fi",8.2,18939,1973
tt4687882,Patriot,tvSeries,"Comedy, Drama, Thriller",8.2,18869,2015
tt0117293,"Paradise Lost: The Child Murders at Robin Hood Hills",movie,"Crime, Documentary",8.2,18515,1996
tt0100332,"Paris Is Burning",movie,Documentary,8.2,18492,1990
tt25433734,"Hi Nanna",movie,"Drama, Family, Romance",8.2,18294,2023
tt7019942,"Super Deluxe",movie,"Comedy, Crime, Drama",8.2,18286,2019
tt1091909,"Murdoch Mysteries",tvSeries,"Crime, Drama, Mystery",8.2,18228,2008
tt1988386,"Miss Fisher's Murder Mysteries",tvSeries,"Crime, Drama, History",8.2,18137,2012
tt5460658,"Life and a Day",movie,Drama,8.2,18062,2016
tt2181831,Shahid,movie,"Biography, Drama",8.2,17971,2012
tt0048452,Ordet,movie,Drama,8.2,17830,1955
tt0422320,Ghilli,movie,"Action, Drama, Romance",8.2,17795,2004
tt0081059,"Lion of the Desert",movie,"Biography, Drama, History",8.2,17790,1980
tt0050371,"A Face in the Crowd",movie,"Drama, Music",8.2,17718,1957
tt0983983,"Shaun the Sheep",tvSeries,"Animation, Comedy, Family",8.2,17575,2007
tt1533435,Miranda,tvSeries,Comedy,8.2,17567,2009
tt7060460,"Theeran Adhigaram Ondru",movie,"Action, Crime, Thriller",8.2,17519,2017
tt6380520,"Dhuruvangal Pathinaaru",movie,"Crime, Drama, Mystery",8.2,17281,2016
tt2218988,"Ustad Hotel",movie,"Comedy, Drama",8.2,17112,2012
tt3469052,"My Love from Another Star",tvSeries,"Comedy, Drama, Fantasy",8.2,17068,2013
tt0387736,"Farscape: The Peacekeeper Wars",tvMiniSeries,"Action, Adventure, Drama",8.2,17045,2004
tt0083505,"The Young Ones",tvSeries,Comedy,8.2,16820,1982
tt0103352,"Are You Afraid of the Dark?",tvSeries,"Drama, Fantasy, Horror",8.2,16621,1990
tt0048956,Aparajito,movie,Drama,8.2,16431,1956
tt7211618,"Gentleman Jack",tvSeries,"Biography, Drama, History",8.2,16387,2019
tt0874608,"Inspector Lewis",tvSeries,"Crime, Drama, Mystery",8.2,16310,2006
tt15222080,"Blue Lock",tvSeries,"Animation, Sport, Thriller",8.2,16279,2022
tt0471571,Athadu,movie,"Action, Crime, Drama",8.2,15343,2005
tt1118804,Clannad,tvSeries,"Animation, Comedy, Drama",8.2,15310,2007
tt27668559,"Queen of Tears",tvSeries,"Drama, Family, Romance",8.2,15301,2024
tt2051178,Fate/Zero,tvSeries,"Action, Adventure, Animation",8.2,15280,2011
tt5014882,"The Durrells",tvSeries,"Biography, Comedy, Drama",8.2,15033,2016
tt0092379,"Inspector Morse",tvSeries,"Crime, Drama, Mystery",8.2,14816,1987
tt0023042,"I Am a Fugitive from a Chain Gang",movie,"Crime, Drama, Film-Noir",8.2,14772,1932
tt1180583,"Vaaranam Aayiram",movie,"Action, Drama, Musical",8.2,14705,2008
tt6494622,"Made in Heaven",tvSeries,"Drama, Romance",8.2,14645,2019
tt9612102,Exit,tvSeries,"Crime, Drama, Thriller",8.2,14548,2019
tt9500372,"Pocket Hercules: Naim Süleymanoglu",movie,"Biography, Drama, History",8.2,14427,2019
tt0058805,"Get Smart",tvSeries,"Action, Adventure, Comedy",8.2,14182,1965
tt3569782,Jigarthanda,movie,"Comedy, Crime, Drama",8.2,13904,2014
tt1708446,"Taarak Mehta Ka Ooltah Chashmah",tvSeries,"Comedy, Family",8.2,13603,2008
tt9124428,Champion,movie,"Biography, Drama, Romance",8.2,13469,2018
tt0101985,"A Brighter Summer Day",movie,"Crime, Drama, Romance",8.2,13410,1991
tt0098830,"In Living Color",tvSeries,"Comedy, Music",8.2,13208,1990
tt15384586,"Fellow Travelers",tvMiniSeries,"Drama, Romance",8.2,13182,2023
tt0056512,"The Easy Life",movie,"Comedy, Drama",8.2,13027,1962
tt0111341,Satantango,movie,Drama,8.2,12925,1994
tt1334722,Baccano!,tvSeries,"Action, Adventure, Animation",8.2,12922,2007
tt28607951,Anora,movie,"Comedy, Drama, Romance",8.2,12887,2024
tt10691770,"Helluva Boss",tvSeries,"Action, Animation, Comedy",8.2,12566,2019
tt2348803,"Kuroko's Basketball",tvSeries,"Animation, Comedy, Sport",8.2,12352,2012
tt0816397,"Ouran High School Host Club",tvSeries,"Animation, Comedy, Romance",8.2,12141,2006
tt0346369,"Penn & Teller: Bullshit!",tvSeries,"Comedy, Documentary",8.2,11953,2003
tt1773185,"Puella Magi Madoka Magica",tvMiniSeries,"Action, Adventure, Animation",8.2,11890,2011
tt0052600,"Ballad of a Soldier",movie,"Drama, Romance, War",8.2,11575,1959
tt0071042,"The Rockford Files",tvSeries,"Crime, Drama, Mystery",8.2,11362,1974
tt0197159,"Home Movies",tvSeries,"Animation, Comedy, Drama",8.2,11292,1999
tt15026724,"Our Beloved Summer",tvSeries,"Drama, Romance",8.2,11177,2021
tt0058604,"I Am Cuba",movie,Drama,8.2,11100,1964
tt2432604,"Toast of London",tvSeries,Comedy,8.2,11019,2012
tt0081873,"Hill Street Blues",tvSeries,"Crime, Drama, Mystery",8.2,10934,1981
tt6112556,"Yuri!!! On Ice",tvMiniSeries,"Animation, Comedy, Drama",8.2,10839,2016
tt1178522,"Little Dorrit",tvMiniSeries,"Drama, Mystery, Romance",8.2,10741,2008
tt0076727,"Office Romance",movie,"Comedy, Drama, Romance",8.2,10676,1977
tt1138475,"The Guild",tvSeries,"Comedy, Short",8.2,10562,2007
tt0075404,"The Ascent",movie,"Drama, War",8.2,10559,1977
tt0843326,Bommarillu,movie,"Comedy, Drama, Romance",8.2,10287,2006
tt3153634,Hope,movie,Drama,8.2,10243,2013
tt0325980,"Pirates of the Caribbean: The Curse of the Black Pearl",movie,"Action, Adventure, Fantasy",8.1,1237407,2003
tt0434409,"V for Vendetta",movie,"Action, Drama, Sci-Fi",8.1,1196528,2005
tt1392190,"Mad Max: Fury Road",movie,"Action, Adventure, Sci-Fi",8.1,1137282,2015
tt0264464,"Catch Me If You Can",movie,"Biography, Crime, Drama",8.1,1128706,2002
tt1520211,"The Walking Dead",tvSeries,"Drama, Horror, Thriller",8.1,1112146,2010
tt2267998,"Gone Girl",movie,"Drama, Mystery, Thriller",8.1,1094091,2014
tt0198781,"Monsters, Inc.",movie,"Adventure, Animation, Comedy",8.1,1003558,2001
tt1201607,"Harry Potter and the Deathly Hallows: Part 2",movie,"Adventure, Family, Fantasy",8.1,970688,2011
tt0088247,"The Terminator",movie,"Action, Adventure, Sci-Fi",8.1,944870,1984
tt2278388,"The Grand Budapest Hotel",movie,"Adventure, Comedy, Crime",8.1,905634,2014
tt0898266,"The Big Bang Theory",tvSeries,"Comedy, Romance",8.1,888923,2007
tt0118715,"The Big Lebowski",movie,"Comedy, Crime",8.1,875138,1998
tt3315342,Logan,movie,"Action, Drama, Sci-Fi",8.1,866675,2017
tt0382932,Ratatouille,movie,"Adventure, Animation, Comedy",8.1,854902,2007
tt2096673,"Inside Out",movie,"Adventure, Animation, Comedy",8.1,838583,2015
tt0083658,"Blade Runner",movie,"Action, Drama, Sci-Fi",8.1,838110,1982
tt1205489,"Gran Torino",movie,Drama,8.1,826412,2008
tt0892769,"How to Train Your Dragon",movie,"Action, Adventure, Animation",8.1,819733,2010
tt2024544,"12 Years a Slave",movie,"Biography, Drama, History",8.1,752382,2013
tt0116282,Fargo,movie,"Crime, Thriller",8.1,739370,1996
tt0117951,Trainspotting,movie,Drama,8.1,737528,1996
tt0405159,"Million Dollar Baby",movie,"Drama, Sport",8.1,732832,2004
tt0073195,Jaws,movie,"Adventure, Drama, Thriller",8.1,678689,1975
tt0758758,"Into the Wild",movie,"Adventure, Biography, Drama",8.1,667993,2007
tt0075148,Rocky,movie,"Drama, Sport",8.1,643756,1976
tt0120735,"Lock, Stock and Two Smoking Barrels",movie,"Action, Comedy, Crime",8.1,625569,1998
tt2119532,"Hacksaw Ridge",movie,"Biography, Drama, History",8.1,615566,2016
tt0097165,"Dead Poets Society",movie,"Comedy, Drama",8.1,567795,1989
tt5027774,"Three Billboards Outside Ebbing, Missouri",movie,"Comedy, Crime, Drama",8.1,567604,2017
tt1979320,Rush,movie,"Action, Biography, Drama",8.1,523468,2013
tt1895587,Spotlight,movie,"Biography, Crime, Drama",8.1,509810,2015
tt1291584,Warrior,movie,"Action, Drama, Sport",8.1,505313,2011
tt1454029,"The Help",movie,Drama,8.1,502519,2011
tt1950186,"Ford v Ferrari",movie,"Action, Biography, Drama",8.1,500229,2019
tt0070047,"The Exorcist",movie,Horror,8.1,467395,1973
tt3170832,Room,movie,"Drama, Thriller",8.1,459717,2015
tt0092005,"Stand by Me",movie,"Adventure, Comedy, Drama",8.1,452711,1986
tt0091763,Platoon,movie,"Drama, War",8.1,447165,1986
tt0032138,"The Wizard of Oz",movie,"Adventure, Family, Fantasy",8.1,436694,1939
tt0096283,"My Neighbor Totoro",movie,"Animation, Comedy, Family",8.1,393498,1988
tt13443470,Wednesday,tvSeries,"Comedy, Crime, Fantasy",8.1,389525,2022
tt0081398,"Raging Bull",movie,"Biography, Drama, Sport",8.1,387161,1980
tt0395169,"Hotel Rwanda",movie,"Biography, Drama, History",8.1,377932,2004
tt0182576,"Family Guy",tvSeries,"Animation, Comedy",8.1,370618,1999
tt0077416,"The Deer Hunter",movie,"Drama, War",8.1,368489,1978
tt0071315,Chinatown,movie,"Drama, Mystery, Thriller",8.1,357322,1974
tt0112471,"Before Sunrise",movie,"Drama, Romance",8.1,348775,1995
tt1028532,"Hachi: A Dog's Tale",movie,"Biography, Drama, Family",8.1,319274,2009
tt0381681,"Before Sunset",movie,"Drama, Romance",8.1,294744,2004
tt0059742,"The Sound of Music",movie,"Biography, Drama, Family",8.1,267407,1965
tt0052618,Ben-Hur,movie,"Adventure, Drama",8.1,257673,1959
tt0050212,"The Bridge on the River Kwai",movie,"Adventure, Drama, War",8.1,237200,1957
tt0129167,"The Iron Giant",movie,"Action, Adventure, Animation",8.1,235757,1999
tt0353969,"Memories of Murder",movie,"Crime, Drama, Mystery",8.1,227162,2003
tt0452046,"Criminal Minds",tvSeries,"Crime, Drama, Mystery",8.1,225727,2005
tt3011894,"Wild Tales",movie,"Comedy, Drama, Thriller",8.1,222026,2014
tt2338151,PK,movie,"Comedy, Drama, Sci-Fi",8.1,206026,2014
tt0113247,"La haine",movie,"Crime, Drama",8.1,203495,1995
tt0050976,"The Seventh Seal",movie,"Drama, Fantasy",8.1,202852,1957
tt0165598,"That '70s Show",tvSeries,"Comedy, Drama, Romance",8.1,192287,1998
tt0107207,"In the Name of the Father",movie,"Biography, Crime, Drama",8.1,191517,1993
tt0978762,"Mary and Max",movie,"Animation, Comedy, Drama",8.1,190507,2009
tt0072684,"Barry Lyndon",movie,"Adventure, Drama, War",8.1,187598,1975
tt0041959,"The Third Man",movie,"Film-Noir, Mystery, Thriller",8.1,185714,1949
tt4016934,"The Handmaiden",movie,"Drama, Romance, Thriller",8.1,180045,2016
tt1219024,Castle,tvSeries,"Comedy, Crime, Drama",8.1,177654,2009
tt0074958,Network,movie,Drama,8.1,174215,1976
tt11691774,"Only Murders in the Building",tvSeries,"Comedy, Crime, Drama",8.1,173114,2021
tt0118694,"In the Mood for Love",movie,"Drama, Romance",8.1,171435,2000
tt3205802,"How to Get Away with Murder",tvSeries,"Crime, Drama, Mystery",8.1,170645,2014
tt0047296,"On the Waterfront",movie,"Crime, Drama, Thriller",8.1,168224,1954
tt0032976,Rebecca,movie,"Drama, Mystery, Romance",8.1,149602,1940
tt7016936,"Killing Eve",tvSeries,"Action, Adventure, Drama",8.1,142029,2018
tt14688458,Silo,tvSeries,"Drama, Mystery, Sci-Fi",8.1,140678,2023
tt0203259,"Law & Order: Special Victims Unit",tvSeries,"Crime, Drama, Mystery",8.1,131000,1999
tt0087884,"Paris, Texas",movie,Drama,8.1,125525,1984
tt0405508,"Rang De Basanti",movie,"Comedy, Crime, Drama",8.1,123389,2006
tt0031679,"Mr. Smith Goes to Washington",movie,"Comedy, Drama",8.1,123332,1939
tt2294189,"The Fall",tvSeries,"Crime, Drama, Thriller",8.1,123023,2013
tt0169102,"Lagaan: Once Upon a Time in India",movie,"Drama, Musical, Sport",8.1,122414,2001
tt0015864,"The Gold Rush",movie,"Adventure, Comedy, Drama",8.1,120721,1925
